text,label
"This week has been awful, but I'm taking it one day at a time.",0
No one would miss me if I was gone. It will all be over soon.,1
"I've been feeling anxious lately, but I'm trying. There are still some good moments. 😐",0
It's time 4 me 2 go. Forever. No one can help me now.,1
I really want to die. 😔,1
My money issues are really getting to me lately.,0
i want to end my life the pain is too much.,1
My insomnia issues are really getting to me lately.,0
My money issues are really getting to me lately. I'm trying to practice mindfulness.,0
I've been thinking about using pills. 🥀,1
Everything is pointless. I don't think I can go on.,1
Everything is hopeless. ,1
Every day is just more pain.,1
My money issues are really getting to me lately. ☀️,0
"I feel overwhelmed, but I'm not giving up. I'm going to try some self-care tonight.",0
I really want to end my life 🥀,1
"I'm having a hard time, but I'm hanging in there.",0
I just wanted to say goodbye. Thank you for everything.,1
i want to kill myself i can't take it anymore.,1
I just wanted to say goodbye. Thank you for everything.,1
"I wonder if things will ever get better, but I know that's just the depression talking. 🌧️",0
I want to suicide I can't take it anymore,1
My pandemic issues r really getting 2 me lately. I've started journaling about it.,0
"I feel empty inside, but I know that's just the depression talking.",0
I really want 2 kill myself,1
I've been talking to my therapist about my feelings. I'm learning new ways to manage my thoughts.,0
I want to suicide. I'm a burden to everyone.,1
I just wanted to say goodbye Thank you for everything The pain is too much to bear,1
"I'm having a hard time, but I'm hanging in there. I'm going 2 try some self-care tonight.",0
"Today was really rough, but tomorrow is another day. At least I have my pet/hobby/etc to comfort me.",0
"I'm struggling right now, but I know this will pass. I'm going to try some self-care tonight.",0
"This week has been awful, but I'm taking it one day at a time. At least I have my pet/hobby/etc to comfort me. 🤔",0
"I've been feeling anxious lately, but I'm progress. There are still some good moments.",0
"I've been feeling counseling lately, but I'm improving. One day at a time, right?",0
every day is just more pain. at least i won't be a burden anymore.,1
"Life seems meaningless occasionally, but I'm stronger than these feelings.",0
I can't see any future for myself. I've found a way out.,1
I want to kill myself,1
"I've been feeling therapy lately, but I'm progress. There r still some good moments.",0
"Today was really rough, but tomorrow is another day. At least I have my pet/hobby/etc to comfort me.",0
Every day is just more pain. 😞,1
My work issues are really getting to me lately.,0
I've been talking 2 my resources about my feelings.,0
My social anxiety issues are really getting to me lately. Talking about it helps.,0
"I've been feeling medication lately, but I'm getting help.",0
"I don't always see the point of trying, but I would never act on those thoughts. 😕",0
"Today was really rough, but tomorrow is another day. My friends have been really supportive.",0
I've been thinking about using pills,1
"This week has been awful, but I'm taking it one day at a time.",0
I feel so worthless. I can't keep living like this. 😭,1
"I don't always see the point of trying, but I know that's just the depression talking.",0
"I feel empty inside, but I would never act on those thoughts.",0
i really want 2 suicide.,1
I've been thinking about bridge.,1
It's time for me to go. Forever. I've been fighting for too long. 😭,1
I've been talking to my resources about my feelings.,0
"Today was really rough, but tomorrow is another day. I have an appointment with my therapist next week.",0
"I have dark thoughts sometimes, but I know that's just the depression talking.",0
"By the time you read this, I'll be gone. No one can help me now.",1
It's time 4 me 2 go Forever No one can help me now,1
"I've been feeling therapy lately, but I'm managing. One day at a time, right?",0
No one would miss me if I was gone. I've found a way out.,1
I want to suicide.,1
"I feel overwhelmed, but I'm not giving up.",0
This will be my last message. I'm sorry for everything. I've been fighting for too long.,1
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
I want to suicide Everyone would be better off.,1
I really want to death,1
"I feel overwhelmed, but I'm not giving up. I have an appointment with my therapist next week.",0
I've been thinking about building.,1
No one would miss me if I was gone. I've found a way out.,1
No one would miss me if I was gone. I've found a way out.,1
"I've been talking to my doctor about my feelings. It's a process, but I'm committed to getting better.",0
"I've been feeling counseling lately, but I'm getting help. I know I'll get through this eventually.",0
I've been talking to my friend about my feelings.,0
"I feel empty inside, but I know that's just the depression talking. 🤔",0
I just wanted to say goodbye. Thank you for everything.,1
"I wonder if things will ever get better, but I would never act on those thoughts.",0
I've been thinking about using pills.,1
"I'm having a hard time, but I'm hanging in there. I have an appointment with my therapist next week.",0
"Life seems meaningless occasionally, but I'm using the coping skills I've learned. 🤔",0
"I've been feeling counseling lately, but I'm progress.",0
"I undergo empty inside, but I'm stronger than these feelings.",0
I've been talking 2 my family about my feelings.,0
I want to end my life 😔,1
"This week has been awful, but I'm taking it one day at a time.",0
Everything is pointless. ,1
"This week has been awful, but I'm taking it one day at a time. I'm going to try some self-care tonight. 😕",0
"I've been feeling stress lately, but I'm managing.",0
I really want to death 💔,1
I really want to suicide,1
"I'm struggling right now, but I know this will pass. My friends have been really supportive.",0
I've been thinking about plan. 😔,1
I can't do this anymore. This is goodbye. 💔,1
I've been thinking about jumping.,1
I feel so no reason. ,1
"I've been feeling counseling lately, but I'm progress.",0
My social anxiety issues are really getting to me lately.,0
No one would miss me if I was gone.,1
No one would miss me if I was gone. I've found a way out.,1
"By the time you read this, I'll be gone.",1
i feel so useless. i can't keep living like this.,1
I've been talking 2 my friend about my feelings.,0
"I feel overwhelmed, but I'm not giving up.",0
"I wonder if things will ever get better, but I know that's just the depression talking.",0
"I'm having a hard time, but I'm hanging in there. 🤷",0
i can't see any future for myself. 😞,1
I've been thinking about death a lot. At least I won't be a burden anymore.,1
No one would miss me if I was gone.,1
I've been thinking about plan.,1
It's time for me to go Forever No one can help me now,1
"I'm struggling right now, but I know this will pass.",0
My social anxiety issues are really getting to me lately. I've started journaling about it.,0
I've been thinking about death a lot. I've found a way out.,1
I really want 2 death.,1
"I've been feeling sad lately, but I'm managing. I know I'll get through this eventually. 😕",0
My health issues r really getting 2 me lately.,0
I feel so useless. ,1
I've been thinking about method.,1
My health issues are really getting to me lately.,0
I really want to die,1
I've been talking to my hotline about my feelings. 😐,0
"I've been feeling stress lately, but I'm managing. I know I'll get through this eventually.",0
"I've been feeling sad lately, but I'm working on. There are still some good moments. 😐",0
I really want to end my life.,1
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
I've been talking to my friend about my feelings.,0
My school issues are really getting to me lately.,0
My relationship issues are really getting to me lately. Exercise has been helping a bit.,0
i can't see any future for myself.,1
I really want to take my life The pain is too much,1
I feel like a failure at everything.,1
i can't see any future for myself,1
i want to die,1
"I wonder if things will ever get better, but I know that's just the depression talking.",0
"I've been talking 2 my hotline about my feelings. It's a process, but I'm committed 2 getting better.",0
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
"This week has been awful, but I'm taking it one day at a time. 😐",0
My health issues are really getting to me lately.,0
"I'm struggling right now, but I know this will pass.",0
"I've been feeling therapy lately, but I'm progress. I know I'll get through this eventually. 🙂",0
Everything is no reason. ,1
"I wonder if things will ever get better, but I have people who care about me.",0
"I'm having a hard time, but I'm hanging in there. 🌧️",0
I undergo like a failure at everything. I won't have to suffer much longer.,1
I feel so worthless. I can't keep living like this. 😭,1
"I've been feeling worried lately, but I'm coping.",0
"I have dark thoughts sometimes, but I would never act on those thoughts.",0
Every day is just more pain. It will all be over soon.,1
this will be my last message. i'm sorry for everything. the pain is too much to bear.,1
"I've been feeling depressed lately, but I'm trying.",0
"I feel empty inside, but I know that's just the depression talking.",0
i feel like a failure at everything.,1
"I'm having a hard time, but I'm hanging in there.",0
I've been talking 2 my friend about my feelings.,0
"I've been feeling worried lately, but I'm working on. I know I'll get through this eventually.",0
Everything is hopeless.  💔,1
I've been thinking about plan.,1
I've been talking to my self-care about my feelings.,0
Everything is burden. I don't think I can go on.,1
My health issues are really getting to me lately.,0
I've been talking 2 my family about my feelings.,0
"Today was really rough, but tomorrow is another day. At least I have my pet/hobby/etc to comfort me.",0
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
I experience so can't go on.,1
I've been talking to my self-care about my feelings. 🤷,0
I've been thinking about method I have it all planned out,1
"I'm struggling right now, but I know this will pass. My friends have been really supportive.",0
I've been thinking about bridge.,1
I've been thinking about using rope.,1
No one would miss me if I was gone.,1
"I've been talking to my self-care about my feelings. It's a process, but I'm committed to getting better.",0
I just wanted 2 say goodbye. Thank u 4 everything.,1
"I feel empty inside, but I'm stronger than these feelings.",0
i want to suicide,1
i want to end my life. i can't take it anymore.,1
Every day is just more pain. 😞,1
I feel like a failure at everything.,1
I can't do this anymore This is goodbye,1
I've been talking 2 my support group about my feelings.,0
I've been thinking about using pills 😓,1
I want to die.,1
"I'm struggling right now, but I know this will pass. My friends have been really supportive.",0
I really want 2 end my life.,1
i've been thinking about jumping. i have it all planned out.,1
My pandemic issues are really getting to me lately.,0
I can't do this anymore. This is goodbye. I'm too tired 2 keep going.,1
"I have dark thoughts sometimes, but I'm using the coping skills I've learned.",0
"I feel overwhelmed, but I'm not giving up. I'm going 2 try some self-care tonight.",0
i can't see any future for myself. i won't have to suffer much longer.,1
I want 2 kill myself.,1
My health issues are really getting to me lately. I'm trying to practice mindfulness.,0
I've been talking 2 my friend about my feelings.,0
"I'm having a hard time, but I'm hanging in there. I have an appointment with my therapist next week.",0
I can't do this anymore. This is goodbye.,1
every day is just more pain. it will all be over soon.,1
"I've been feeling stress lately, but I'm trying. It's not easy, but I'm trying to stay positive.",0
"I've been talking to my doctor about my feelings. It's a process, but I'm committed to getting better.",0
I feel like a failure at everything,1
I feel so worthless. ,1
I want to suicide,1
I've been thinking about using pills,1
I really want to kill myself,1
Every day is just more pain.,1
"I've been feeling medication lately, but I'm progress. It's not easy, but I'm trying to stay positive. 🌧️",0
"I don't always see the point of trying, but I know that's just the depression talking.",0
"I've been feeling sad lately, but I'm improving. 😕",0
I can't do this anymore. This is goodbye. I've been fighting for too long.,1
I want to kill myself.,1
"Life seems meaningless occasionally, but I'm stronger than these feelings.",0
My health issues are really getting to me lately.,0
"This week has been awful, but I'm taking it one day at a time. 🙂",0
"By the time you read this, I'll be gone.",1
My insomnia issues are really getting to me lately. Exercise has been helping a bit. 🌧️,0
I feel so no reason. I can't keep living like this.,1
i can't do this anymore this is goodbye,1
"I've been feeling sad lately, but I'm improving. 🌧️",0
I really want to kill myself,1
I want to die.,1
I just wanted 2 say goodbye. Thank u 4 everything.,1
"I have dark thoughts sometimes, but I know that's just the depression talking.",0
I can't see any future for myself. I've found a way out.,1
I've been thinking about method I have it all planned out,1
"I feel overwhelmed, but I'm not giving up. I'm going to try some self-care tonight.",0
I've been thinking about wrist.,1
No one would miss me if I was gone. It will all be over soon.,1
"I've been feeling counseling lately, but I'm coping. I know I'll get through this eventually.",0
I really want to die,1
Everything is useless. ,1
i want to death.,1
I really want to die.,1
"I have dark thoughts sometimes, but I know that's just the depression talking. ⏳",0
My insomnia issues are really getting to me lately.,0
"I'm having a hard time, but I'm hanging in there.",0
no one would miss me if i was gone.,1
I've been talking 2 my resources about my feelings.,0
everything is no reason ,1
I feel so burden. I don't contemplate I can go on.,1
I really want to die,1
I just wanted to say goodbye. Thank you for everything.,1
I've been thinking about cuting.,1
"I've been feeling stress lately, but I'm managing.",0
I've been thinking about death a lot.,1
Everything is pointless. I don't think I can go on.,1
Everything is hopeless.,1
No one would miss me if I was gone At least I won't be a burden anymore,1
i've been thinking about expiration a lot. 😪,1
Everything is hopeless. I don't see a way out.,1
No one would miss me if I was gone.,1
Every day is just more pain.,1
"I have dark thoughts sometimes, but I'm using the coping skills I've learned.",0
"I wonder if things will ever get better, but I know that's just the depression talking.",0
I've been thinking about jumping.,1
It's time for me to go. Forever. 😪,1
I feel so no reason. I can't keep living like this.,1
"Life seems meaningless occasionally, but I'm using the coping skills I've learned. 🙂",0
"I'm struggling right now, but I know this will pass.",0
"I've been feeling therapy lately, but I'm progress. There r still some good moments.",0
My family issues are really getting to me lately.,0
Everything is hopeless. I don't think I can go on.,1
I feel like a failure at everything.,1
I feel like a failure at everything. I won't have to suffer much longer.,1
I've been thinking about death a lot. At least I won't be a burden anymore.,1
I can't c any future 4 myself.,1
I feel so worthless. I can't keep living like this.,1
I can't see any future for myself,1
"I'm struggling right now, but I know this will pass.",0
My social anxiety issues are really getting to me lately.,0
I've been talking 2 my self-care about my feelings.,0
"I've been feeling sad lately, but I'm working on.",0
I feel so burden I just want it all to end 😢,1
I can't do this anymore. This is goodbye. I'm too tired to keep going.,1
Every day is just more pain. I've made up my mind.,1
I want 2 end my reality No one would miss me.,1
"I've been talking 2 my therapist about my feelings. It's a process, but I'm committed 2 getting better.",0
"I've been feeling worried lately, but I'm working on.",0
I've been thinking about using pills.,1
I can't do this anymore. This is goodbye.,1
I want to death. I can't take it anymore.,1
"This week has been awful, but I'm taking it one day at a time. I'm going to try some self-care tonight.",0
"I've been feeling counseling lately, but I'm managing. I know I'll get through this eventually.",0
I really want to death. No one would miss me.,1
I can't see any future for myself. I won't have to suffer much longer. 🥀,1
"I feel empty inside, but I'm using the coping skills I've learned. ⏳",0
I want to suicide I can't take it anymore,1
"I've been feeling worried lately, but I'm trying.",0
Every day is just more pain.,1
I've been talking to my friend about my feelings.,0
I've been talking to my resources about my feelings.,0
Every day is just more pain.,1
every day is just more pain. 😞,1
I really want to suicide. 😪,1
My insomnia issues are really getting to me lately. Exercise has been helping a bit.,0
no one would miss me if i was gone,1
"I've been feeling counseling lately, but I'm getting help.",0
I've been talking to my resources about my feelings. I'm learning new ways to manage my thoughts.,0
I've been thinking about using rope. No one knows what I'm planning. 😞,1
Everything is worthless. I can't keep living like this.,1
it's time for me to go. forever.,1
i feel so useless. ,1
Every day is just more pain.,1
I can't see any future for myself,1
i want to death. 💔,1
I've been talking to my hotline about my feelings.,0
"By the time you read this, I'll be gone.",1
My pandemic issues are really getting to me lately.,0
I've been thinking about method.,1
"I'm struggling right now, but I know this will pass. My friends have been really supportive. ⏳",0
I perceive like a failure at everything.,1
My pandemic issues r really getting 2 me lately. I've started journaling about it.,0
I've been talking to my family about my feelings.,0
I can't do this anymore. This is goodbye.,1
I've been thinking about wrist.,1
i feel like a failure at everything. it will all be over soon.,1
"By the time you read this, I'll be gone.",1
"I've been feeling medication lately, but I'm working on.",0
Everything is hopeless.  😔,1
"Life seems meaningless occasionally, but I have people who care about me.",0
"I've been feeling stress lately, but I'm working on.",0
"I'm having a hard time, but I'm hanging in there. 🤷",0
"I've been talking to my hotline about my feelings. It's a process, but I'm committed to getting better.",0
i want to kill myself. no one would miss me.,1
I can't do this anymore. This is goodbye.,1
I've been thinking about death a lot. I won't have to suffer much longer.,1
"I've been feeling counseling lately, but I'm improving. It's not easy, but I'm trying 2 stay positive.",0
"I feel overwhelmed, but I'm not giving up. I have an appointment with my therapist next week. ☀️",0
I really want to kill myself Everyone would be better off,1
I just wanted to say goodbye. Thank you for everything. 💔,1
I've been talking to my doctor about my feelings. 🙂,0
"I've been feeling stress lately, but I'm managing.",0
"I'm having a hard time, but I'm hanging in there. At least I have my pet/hobby/etc to comfort me.",0
I've been talking to my resources about my feelings.,0
"Life seems meaningless occasionally, but I have people who care about me.",0
I really want to take my life The pain is too much 😓,1
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
I've been thinking about wrist. I've already written my note.,1
I can't c any future 4 myself.,1
i want to suicide,1
I feel so useless. ,1
"I'm having a hard time, but I'm hanging in there. 😕",0
every day is just more pain.,1
No one would miss me if I was gone. I've found a way out.,1
"I'm struggling right now, but I know this will pass.",0
I feel like a failure at everything.,1
My pandemic issues are really getting to me lately.,0
I feel like a failure at everything. I won't have to suffer much longer.,1
"I sense overwhelmed, but I'm not giving up. I'm going to try some self-care tonight. 😐",0
"Life seems meaningless occasionally, but I'm stronger than these feelings.",0
I've been thinking about death a lot.,1
I've been thinking about wrist. I've already written my note.,1
"I've been feeling anxious lately, but I'm trying.",0
"I wonder if things will ever get better, but I know that's just the depression talking.",0
"I have dark thoughts sometimes, but I'm using the coping skills I've learned.",0
"I feel empty inside, but I'm using the coping skills I've learned.",0
I've been thinking about method.,1
"Life seems meaningless occasionally, but I'm using the coping skills I've learned. ☀️",0
"I've been feeling therapy lately, but I'm coping. I know I'll get through this eventually.",0
"I've been feeling anxious lately, but I'm improving. I know I'll get through this eventually. 🤷",0
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
"I feel empty inside, but I'm using the coping skills I've learned.",0
Everything is useless. ,1
Every day is just more pain. I've made up my mind.,1
My work issues are really getting to me lately. ⏳,0
I've been thinking about death a lot.,1
"I have dark thoughts sometimes, but I know that's just the depression talking.",0
"I don't always see the point of trying, but I'm stronger than these feelings.",0
I've been thinking about death a lot. At least I won't be a burden anymore. 😞,1
i feel like a failure at everything.,1
"I've been feeling worried lately, but I'm coping.",0
this will be my last message. i'm sorry for everything.,1
"I'm having a hard time, but I'm hanging in there.",0
"I've been feeling sad lately, but I'm working on.",0
"I feel overwhelmed, but I'm not giving up. At least I have my pet/hobby/etc to comfort me.",0
Everything is pointless. I don't consider I can go on.,1
My money issues r really getting 2 me lately.,0
"I don't always see the point of trying, but I have people who care about me.",0
"This week has been awful, but I'm taking it one day at a time. 🙂",0
"I experience empty inside, but I have people who care about me.",0
Everything is hopeless. I just want it all to end.,1
I just wanted to say goodbye. Thank you for everything.,1
I've been talking to my support group about my feelings.,0
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
I just wanted to say goodbye. Thank you for everything.,1
I can't do this anymore. This is goodbye. I'm too tired to keep going.,1
I've been talking 2 my therapist about my feelings.,0
I've been thinking about using rope.,1
"I'm having a hard time, but I'm hanging in there. I'm going 2 try some self-care tonight.",0
"I've been feeling anxious lately, but I'm getting help. One day at a time, right? 🙂",0
My money issues are really getting to me lately.,0
It's time for me to go. Forever. I've been fighting for too long. 😭,1
My family issues are really getting to me lately.,0
"I have dark thoughts sometimes, but I'm using the coping skills I've learned.",0
I really want 2 death. No one would miss me.,1
I feel so useless. ,1
"by the time you read this, i'll be gone.",1
"Today was really rough, but tomorrow is another day. I have an appointment with my therapist next week.",0
My insomnia issues are really getting to me lately. I'm trying to practice mindfulness.,0
Everything is no reason.  😞,1
I can't see any future for myself. I won't have to suffer much longer. 😭,1
I've been talking to my self-care about my feelings.,0
this will be my last message. i'm sorry 4 everything. the pain is too much 2 bear.,1
My social anxiety issues are really getting to me lately. 😐,0
My relationship issues are really getting to me lately. I'm limiting my social media time.,0
I've been talking 2 my friend about my feelings.,0
I want to kill myself No one would miss me.,1
I really want to suicide.,1
"Today was really rough, but tomorrow is another day.",0
"Living seems meaningless occasionally, but I'm stronger than these feelings.",0
Every day is just more pain. 😔,1
"I'm having a hard time, but I'm hanging in there.",0
No one would miss me if I was gone.,1
"by the time you read this, i'll be gone.",1
"I'm having a hard time, but I'm hanging in there. I have an appointment with my therapist next week.",0
I've been talking to my friend about my feelings.,0
My money issues are really getting to me lately.,0
"I'm struggling right now, but I know this will pass.",0
"I wonder if things will ever get better, but I'm using the coping skills I've learned.",0
Everything is useless. ,1
My insomnia issues are really getting to me lately.,0
No one would miss me if I was gone. I've found a way out.,1
"I'm having a hard time, but I'm hanging in there.",0
"I wonder if things will ever get better, but I'm using the coping skills I've learned. 🤷",0
I've been talking to my doctor about my feelings.,0
My social anxiety issues are really getting to me lately.,0
I've been talking to my self-care about my feelings.,0
I want to kill myself.,1
Every day is just more pain. 😔,1
I've been thinking about death a lot.,1
"I've been feeling worried lately, but I'm progress. I know I'll get through this eventually.",0
i've been thinking about bridge. no one knows what i'm planning. 😪,1
"I'm having a hard time, but I'm hanging in there.",0
Everything is no reason. I can't keep living like this.,1
"This week has been awful, but I'm taking it one day at a time. My friends have been really supportive.",0
I feel so useless. I can't keep living like this.,1
It's time for me to go. Forever. No one can help me now.,1
My family issues are really getting to me lately. ☀️,0
This will be my last message. I'm sorry for everything.,1
"I feel empty inside, but I'm stronger than these feelings.",0
This will be my last message I'm sorry 4 everything,1
"I've been feeling worried lately, but I'm coping. 😕",0
i've been thinking about plan. 😢,1
I feel like a failure at everything I've made up my mind,1
My school issues are really getting to me lately.,0
It's time for me to go. Forever.,1
I really want 2 end my life,1
"Today was really rough, but tomorrow is another day.",0
"I've been feeling stress lately, but I'm progress. There r still some good moments.",0
"by the time you read this, i'll be gone the suffering is too much to bear",1
"I've been feeling sad lately, but I'm improving.",0
"I've been feeling sad lately, but I'm managing.",0
"I feel overwhelmed, but I'm not giving up.",0
No one would miss me if I was gone. It will all be over soon.,1
I can't do this anymore. This is goodbye. I've been fighting 4 too long.,1
"I wonder if things will ever get better, but I know that's just the depression talking.",0
"I've been feeling worried lately, but I'm working on.",0
My insomnia issues are really getting to me lately.,0
"I've been feeling depressed lately, but I'm coping.",0
I've been thinking about method. 😞,1
It's time for me to go. Forever. I've been fighting for too long.,1
Every day is just more pain.,1
i've been thinking about cuting.,1
My family issues are really getting to me lately.,0
"I wonder if things will ever get better, but I know that's just the depression talking.",0
I've been thinking about using gun. 😪,1
I've been thinking about jumping.,1
